11410-AND,Male,80,No,Andhra Pradesh,1,4,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.550003051758,5070.39990234375,0,0,1217.16003417969,6287.56005859375,Stayed,Others,Others
11450-HAR,Male,60,Yes,Haryana,5,18,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,75.5500030517578,4707.85009765625,0,0,398.790008544922,5106.64013671875,Stayed,Others,Others
11464-WES,Male,25,No,West Bengal,12,5,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.8499984741211,1992.55004882813,0,0,522.059997558594,2514.61010742188,Stayed,Others,Others
11472-PUN,Female,33,No,Punjab,8,6,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.4000015258789,55.4000015258789,0,0,13.0100002288818,68.4100036621094,Churned,Competitor,Competitor had better devices
11474-TEL,Male,59,Yes,Telangana,0,18,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.5999984741211,661.549987792969,0,0,189.990005493164,851.539978027344,Stayed,Others,Others
11510-KER,Female,46,No,Kerala,10,4,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9000015258789,827.450012207031,0,0,277.200012207031,1104.65002441406,Stayed,Others,Others
11535-WES,Male,43,No,West Bengal,5,23,Deal 2,No,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.75,3038.55004882813,0,0,0,3038.55004882813,Stayed,Others,Others
11540-DEL,Male,63,Yes,Delhi,15,15,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.099998474121,5135.14990234375,0,0,2288.42993164063,7423.580078125,Stayed,Others,Others
11540-MAH,Female,50,Yes,Maharashtra,6,20,Deal 2,No,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,46.2000007629395,2431.94995117188,0,0,0,2431.94995117188,Stayed,Others,Others
11543-WES,Female,35,Yes,West Bengal,0,7,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.4000015258789,874.799987792969,0,0,375.480010986328,1250.28002929688,Churned,Other,Deceased
11596-KAR,Female,40,No,Karnataka,15,11,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.2000007629395,571.150024414063,0,80,114.959999084473,766.109985351563,Stayed,Others,Others
11604-HAR,Female,38,Yes,Haryana,4,8,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.400001525879,6721.60009765625,0,0,892.799987792969,7614.39990234375,Stayed,Others,Others
11616-TAM,Male,26,No,Tamil Nadu,6,2,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.6999969482422,1416.19995117188,0,0,650,2066.19995117188,Stayed,Others,Others
11647-GUJ,Male,44,No,Gujarat,2,4,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0999984741211,1083.69995117188,0,0,223.839996337891,1307.5400390625,Stayed,Others,Others
11647-TAM,Male,81,No,Tamil Nadu,1,21,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.5498046875,0,0,125.970001220703,5751.52001953125,Stayed,Others,Others
11663-GUJ,Male,28,No,Gujarat,13,13,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.89990234375,0,0,3408.60009765625,7478.5,Stayed,Others,Others
11679-PUN,Female,38,Yes,Punjab,13,35,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.6999969482422,973.25,0,0,373.600006103516,1346.84997558594,Churned,Attitude,Attitude of support person
11691-RAJ,Female,68,Yes,Rajasthan,13,10,Deal 1,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.3499984741211,5396.25,0,0,2424.9599609375,7821.2099609375,Stayed,Others,Others
11713-MAD,Female,22,Yes,Madhya Pradesh,4,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.5999984741211,74.5999984741211,0,10,22.1599998474121,106.76000213623,Churned,Competitor,Competitor offered more data
11744-TAM,Female,52,No,Tamil Nadu,11,12,None,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.1500015258789,4224.7001953125,0,0,2332.80004882813,6557.5,Stayed,Others,Others
11751-TAM,Female,18,No,Tamil Nadu,5,7,Deal 5,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.2999992370605,38.4500007629395,0,0,0,38.4500007629395,Joined,Others,Others
11751-UTT,Male,39,No,Uttar Pradesh,4,23,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.599998474121,1060.19995117188,0,0,452.100006103516,1512.30004882813,Churned,Competitor,Competitor offered more data
11765-PUD,Male,32,Yes,Puducherry,10,36,Deal 2,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,1167.59997558594,19.8899993896484,0,2401.97998046875,3549.68994140625,Stayed,Others,Others
11770-PUN,Male,38,Yes,Punjab,2,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1499996185303,970.849975585938,0,0,947.5,1918.34997558594,Stayed,Others,Others
11799-MAH,Male,45,No,Maharashtra,5,23,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,99.4000015258789,5943.64990234375,0,0,924.150024414063,6867.7998046875,Stayed,Others,Others
11799-TAM,Male,33,No,Tamil Nadu,9,20,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.2999992370605,45.2999992370605,0,0,0,45.2999992370605,Churned,Competitor,Competitor had better devices
11802-TAM,Male,34,No,Tamil Nadu,0,8,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.5499992370605,1336.09997558594,37.3699989318848,0,1765.43005371094,3064.15991210938,Stayed,Others,Others
11814-GUJ,Female,45,Yes,Gujarat,12,9,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.550003051758,6281.4501953125,0,0,2787.69995117188,9069.150390625,Churned,Competitor,Competitor had better devices
11850-MAH,Male,74,Yes,Maharashtra,5,6,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,75.1500015258789,3480.35009765625,0,0,422.549987792969,3902.89990234375,Stayed,Others,Others
11873-HAR,Male,45,Yes,Haryana,9,10,Deal 2,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,2221.55004882813,0,0,292.049987792969,2513.60009765625,Stayed,Others,Others
11878-RAJ,Male,75,Yes,Rajasthan,15,17,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8000030517578,1167.80004882813,0,0,734.400024414063,1902.19995117188,Churned,Competitor,Competitor offered more data
11882-BIH,Female,74,No,Bihar,14,15,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.9499969482422,378.399993896484,0,0,61.3499984741211,439.75,Churned,Attitude,Attitude of support person
11887-MAD,Female,33,No,Madhya Pradesh,2,33,Deal 2,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.0999984741211,3168,0,0,1466.47998046875,4634.47998046875,Stayed,Others,Others
11899-MAH,Male,74,No,Maharashtra,3,11,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.900001525879,6767.10009765625,0,0,102.699996948242,6869.7998046875,Stayed,Others,Others
11906-MAD,Female,53,No,Madhya Pradesh,2,29,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3000030517578,523.150024414063,0,10,134.470001220703,667.619995117188,Churned,Competitor,Competitor had better devices
11918-UTT,Male,66,No,Uttar Pradesh,13,32,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.5500030517578,3365.39990234375,0,0,715.400024414063,4080.80004882813,Stayed,Others,Others
11920-HAR,Female,61,Yes,Haryana,10,24,Deal 5,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,63.5999984741211,155.649993896484,0,0,10.9200000762939,166.570007324219,Churned,Competitor,Competitor offered higher download speeds
11922-PUN,Female,48,Yes,Punjab,5,2,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105,7589.7998046875,0,0,473.760009765625,8063.56005859375,Stayed,Others,Others
11925-MAH,Female,78,Yes,Maharashtra,12,12,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2000007629395,1306.30004882813,0,0,1571.5,2877.80004882813,Stayed,Others,Others
11939-UTT,Male,65,Yes,Uttar Pradesh,5,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.4499969482422,583.450012207031,0,0,215.919998168945,799.369995117188,Churned,Other,Don't know
11952-RAJ,Female,45,No,Rajasthan,3,10,None,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.3499984741211,515.75,0,0,349.859985351563,865.609985351563,Stayed,Others,Others
11952-TEL,Female,42,Yes,Telangana,0,4,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.5999984741211,1555.65002441406,0,0,303.839996337891,1859.48999023438,Churned,Attitude,Attitude of service provider
11958-TAM,Female,29,No,Tamil Nadu,2,23,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.449996948242,4964.7001953125,0,0,268.649993896484,5233.35009765625,Stayed,Others,Others
11965-BIH,Female,38,Yes,Bihar,4,21,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,-8,3204.64990234375,35.8199996948242,110,1074.23999023438,4353.06982421875,Churned,Competitor,Competitor made better offer
11987-PUN,Female,43,No,Punjab,14,6,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.4499969482422,477.049987792969,0,0,132.369995117188,609.419982910156,Stayed,Others,Others
11991-RAJ,Male,66,Yes,Rajasthan,14,15,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,113.349998474121,7222.75,0,20,437.119995117188,7679.8701171875,Stayed,Others,Others
12016-TAM,Female,57,Yes,Tamil Nadu,0,9,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0499992370605,164.850006103516,0,0,337.540008544922,502.390014648438,Churned,Other,Moved
12052-PUN,Female,33,No,Punjab,11,31,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115,7396.14990234375,0,0,2972.15991210938,10368.3095703125,Stayed,Others,Others
12056-WES,Male,27,No,West Bengal,2,20,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4000015258789,268.450012207031,0,0,94.4400024414063,362.890014648438,Joined,Others,Others
12069-UTT,Female,30,Yes,Uttar Pradesh,10,14,Deal 4,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.6500015258789,683.25,0,0,232.539993286133,915.789978027344,Stayed,Others,Others
12079-MAH,Female,73,Yes,Maharashtra,2,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9000015258789,260.899993896484,0,0,8.9399995803833,269.839996337891,Churned,Price,Price too high
12112-MAD,Female,27,No,Madhya Pradesh,14,4,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4500007629395,150.75,0,0,40.8800010681152,191.630004882813,Stayed,Others,Others
12118-TAM,Female,23,No,Tamil Nadu,7,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.5500030517578,5084.64990234375,0,0,407.690002441406,5492.33984375,Churned,Competitor,Competitor offered more data
12136-RAJ,Female,25,Yes,Rajasthan,2,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.8999996185303,19.8999996185303,0,0,11.8299999237061,31.7299995422363,Joined,Others,Others
12149-JAM,Female,66,Yes,Jammu & Kashmir,7,26,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0,0,184.399993896484,638.150024414063,Churned,Competitor,Competitor made better offer
12170-AND,Female,38,Yes,Andhra Pradesh,15,2,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,18.3899993896484,80,368.970001220703,2055.580078125,Churned,Other,Don't know
12193-KER,Male,56,Yes,Kerala,15,4,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.150001525879,6557.75,0,0,2387.72998046875,8945.48046875,Stayed,Others,Others
12210-AND,Male,66,No,Andhra Pradesh,9,31,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,34.2999992370605,577.150024414063,0,0,0,577.150024414063,Stayed,Others,Others
12210-DEL,Female,52,No,Delhi,0,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2999992370605,224.5,0,0,231.360000610352,455.859985351563,Stayed,Others,Others
12225-TAM,Female,25,No,Tamil Nadu,13,14,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,85.25,5714.2001953125,1.30999994277954,0,583.570007324219,6296.4599609375,Stayed,Others,Others
12236-BIH,Female,34,Yes,Bihar,5,11,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.3000030517578,420.450012207031,0,10,228.699996948242,659.150024414063,Stayed,Others,Others
12255-KER,Female,54,Yes,Kerala,8,2,Deal 1,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.3500003814697,1359.5,0,0,2971.97998046875,4331.47998046875,Stayed,Others,Others
12257-ASS,Female,39,No,Assam,9,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5499992370605,19.5499992370605,0,0,10.1999998092651,29.75,Joined,Others,Others
12266-HAR,Female,46,No,Haryana,2,5,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.6500015258789,3870.30004882813,0,0,429.119995117188,4299.419921875,Stayed,Others,Others
12272-WES,Male,66,No,West Bengal,9,8,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.0999984741211,1982.09997558594,0,130,0,2112.10009765625,Stayed,Others,Others
12281-RAJ,Male,80,No,Rajasthan,14,25,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.0999984741211,864.849975585938,0,0,194.259994506836,1059.10998535156,Stayed,Others,Others
12296-MAD,Male,65,Yes,Madhya Pradesh,14,2,None,No,No,Yes,Cable,Yes,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,45,1228.65002441406,0,0,0,1228.65002441406,Stayed,Others,Others
12303-BIH,Female,56,No,Bihar,7,14,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.5500030517578,6362.35009765625,0,0,3319.19995117188,9681.5498046875,Stayed,Others,Others
12305-AND,Male,28,Yes,Andhra Pradesh,13,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.3500003814697,422.700012207031,0,0,473.130004882813,895.830017089844,Stayed,Others,Others
12337-MAH,Male,28,No,Maharashtra,11,8,Deal 4,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5999984741211,939.700012207031,0,0,221.850006103516,1161.55004882813,Churned,Dissatisfaction,Service dissatisfaction
12340-DEL,Female,51,Yes,Delhi,0,10,None,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.7999992370605,62.7999992370605,0,0,42.189998626709,104.98999786377,Joined,Others,Others
12341-HAR,Female,38,No,Haryana,9,29,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.0500030517578,1799.30004882813,0,0,252.119995117188,2051.419921875,Stayed,Others,Others
12342-KER,Male,76,No,Kerala,9,3,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.6500015258789,6951.14990234375,3.32999992370605,0,2439.56005859375,9387.3798828125,Stayed,Others,Others
12345-TEL,Female,71,Yes,Telangana,9,34,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.65002441406,48.0900001525879,0,412.100006103516,1597.66003417969,Churned,Competitor,Competitor had better devices
12370-JAM,Female,49,Yes,Jammu & Kashmir,2,29,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.9499969482422,381.299987792969,0,0,16.5599994659424,397.859985351563,Churned,Competitor,Competitor made better offer
12377-JAM,Female,56,No,Jammu & Kashmir,2,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.3999996185303,641.150024414063,0,0,395.200012207031,1036.34997558594,Stayed,Others,Others
12377-UTT,Female,18,No,Uttar Pradesh,15,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.3500003814697,538.5,0,0,1104.4599609375,1642.9599609375,Stayed,Others,Others
